"","year","plan_name","state","return_1yr","aal","mva","arr","payroll","payroll_growth_assumption","total_nc_pct","total_proj_adec_pct","refunds","benefit_payments","total_benefits"
"327",2006,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.1074,17112800000,12202652000,0.085,3137700000,0.04,0.0889,0.2128,0,1010782900,-1010782900
"328",2007,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.1747,19456900000,13790810000,0.085,3268500000,0,0.0889,0.2128,0,1120926100,-1120926100
"329",2008,"Connecticut Teachers Retirement System (TRS)*","Connecticut",-0.0477,2.1801e+10,14554461000,0.085,3399300000,0.04,0.104,0.2121,0,1231069400,-1231069400
"330",2009,"Connecticut Teachers Retirement System (TRS)*","Connecticut",-0.1714,22648450000,11410680000,0.085,3522650000,0,0.104,0.2121,0,1297879400,-1297879400
"331",2010,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.1287,23495900000,12284330000,0.085,3.646e+09,0.04,0.1011,0.252,0,1364689400,-1364689400
"332",2011,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.2077,24179050000,14152237000,0.085,3649250000,0,0.1011,0.252,0,1448090800,-1448090800
"333",2012,"Connecticut Teachers Retirement System (TRS)*","Connecticut",-0.0096,24862200000,13482136000,0.085,3652500000,0.0375,0.0973,0.3013,0,1531492100,-1531492100
"334",2013,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.1183,25605700000,14462903000,0.085,3742050000,0.0375,0.0973,0.3013,0,1613734100,-1613734100
"335",2014,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.1567,26349200000,16207755000,0.085,3831600000,0.0375,0.0973,0.2965,0,1695976100,-1695976100
"336",2015,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.0279,28094550000,16120053000,0.085,3890750000,0.0325,0.0973,0.2965,0,1763961000,-1763961000
"337",2016,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.0025,29839900000,15594872000,0.085,3949900000,0.0325,0.1056,0.3635,0,1831946000,-1831946000
"338",2017,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.1438,30475400000,17134326000,0.0825,4012900000,0.0325,0.1056,0.3635,0,1891284500,-1891284500
"339",2018,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.0704,31110900000,17946839000,0.08,4075900000,0.0325,0.1054,0.3804,NA,1950623000,NA
"340",2019,"Connecticut Teachers Retirement System (TRS)*","Connecticut",0.05717,31110900000,18493455000,0.08,4075900000,NA,0.1054,0.3804,NA,1950623000,NA
"341",2001,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",-0.051,4232244000,5057849000,0.085,1270632000,0.04,0.0993,0.0543,-2485000,0,-2485000
"342",2002,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",-0.063,4521732000,4635288000,0.085,1351112000,0.04,0.0995,0.0666,-2409000,0,-2409000
"343",2003,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.031,4794944000,4649508000,0.08,1355800000,0.04,0.0995,0.0737,-2653000,0,-2653000
"344",2004,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.159,5229927000,5248680000,0.08,1399279000,0.0375,0.0984,0.0861,-2333000,0,-2333000
"345",2005,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.096,5572719000,5608509000,0.08,1471931000,0.0375,0.0985,0.0919,-2408000,280357590,-282765590
"346",2006,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.124,5901072000,6133144000,0.08,1589185000,0.0375,0.0935,0.0876,-2880000,309234690,-312114690
"347",2007,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.159,6208025000,6920607000,0.08,1654609000,0.0375,0.0955,0.0837,-3164000,330202590,-333366590
"348",2008,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",-0.013,6549856000,6643042000,0.08,1711473000,0.0375,0.0955,0.0871,-2955000,352161410,-355116410
"349",2009,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",-0.158,6827006000,5392660000,0.08,1753129000,0.0375,0.0955,0.101,-3072000,374950000,-378022000
"350",2010,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.141,7096326000,5909159000,0.08,1740622000,0.0375,0.0959,0.1111,-3099000,403090910,-406189910
"351",2011,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.243,7547951000,7056916000,0.075,1783603000,0.0325,0.0974,0.1163,-2988000,430713310,-433701310
"352",2012,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.02,7949855000,6914826000,0.075,1881097000,0.0325,0.1007,0.1262,-4024000,456733090,-460757090
"353",2013,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.111,8257270000,7395577000,0.075,1877105000,0.0325,0.0977,0.1263,-3640000,483005090,-486645090
"354",2014,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.175,8740071000,8389765000,0.072,1902293000,0.03,0.101,0.1275,-3624000,506851690,-510475690
"355",2015,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.039,9051033500,8409336000,0.072,1911643500,0.03,0.1001,0.1293,-5168000,538479880,-543647880
"356",2016,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",-0.013,9504791500,7977541000,0.072,1900763600,0.025,0.0951,0.1383,-5078000,571723500,-576801500
"357",2017,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.113,10044583200,8513829000,0.07,1979138300,0.025,0.0996,0.1535,-5772000,594894630,-600666630
"358",2018,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.106,10413117300,9028447000,0.07,2031114100,0.025,0.0992,0.1555,-6418000,620662690,-627080690
"359",2019,"Delaware State Employees’ Pension Plan (PERS)*","Delaware",0.05,10413117300,9116517000,0.07,2075676000,NA,0.0993,0.1604,-5665000,644860190,-650525190
"360",2001,"Employee Retirement System of Hawaii (ERS)*","Hawaii",-0.0668,10506913000,8761096089,0.08,2444200000,0,0.0732,0.08626,-45521690,0,-45521690
"361",2002,"Employee Retirement System of Hawaii (ERS)*","Hawaii",-0.0552,11210226000,7905452641,0.08,2671689000,0,0.0723,0.08038,-38422362,531316940,-569739302
"362",2003,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.0297,11952057000,7687199883,0.08,2826682000,0,0.0726,0.08412,-36177970,571121880,-607299850
"363",2004,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.1581,12271331000,8565405137,0.08,2865106000,0.04,0.0732,0.1573,-2328796,608509940,-610838736
"364",2005,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.113,12985989000,9195867940,0.08,3041083000,0.04,0.0725,0.1565,-3442466,648940690,-652383156
"365",2006,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.1112,14661399000,9932411221,0.08,3238267000,0.035,0.1175,0.2127,-2487279,687732250,-690219529
"366",2007,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.1771,15696500000,11462416866,0.08,3.507e+09,0.035,0.1249,0.2123,-3497590,727933130,-731430720
"367",2008,"Employee Retirement System of Hawaii (ERS)*","Hawaii",-0.0351,16549100000,10846788965,0.08,3782100000,0.035,0.1254,0.2074,-3668857,766815690,-770484547
"368",2009,"Employee Retirement System of Hawaii (ERS)*","Hawaii",-0.1754,17636400000,8815285172,0.08,4030100000,0.035,0.1255,0.2184,-3937464,803245440,-807182904
"369",2010,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.1196,18483700000,9824167819,0.08,3895700000,0.035,0.126,0.236,-7573619,882890500,-890464119
"370",2011,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.2125,20096900000,11654355564,0.0775,3.916e+09,0.035,0.1106,0.2356,-7901509,930994940,-938896449
"371",2012,"Employee Retirement System of Hawaii (ERS)*","Hawaii",-0.0014,20683400000,11293042401,0.0775,3.89e+09,0.035,0.1105,0.2372,-7187606,983244060,-990431666
"372",2013,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.1257,21243700000,12311827949,0.0775,3906700000,0.035,0.1102,0.2372,-7204411,1033280400,-1040484811
"373",2014,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.1777,22220100000,14203015303,0.0775,3991600000,0.035,0.1096,0.227,-8475969,1086254900,-1094730869
"374",2015,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.0423,23238400000,14505464556,0.0765,4171400000,0.035,0.1166,0.2353,-10507888,1143619300,-1154127188
"375",2016,"Employee Retirement System of Hawaii (ERS)*","Hawaii",-0.0078,27439200000,14069978917,0.07,4258900000,0.035,0.1398,0.2366,-12927672,1201075100,-1214002772
"376",2017,"Employee Retirement System of Hawaii (ERS)*","Hawaii",-0.0078,28648600000,15698324306,0.07,4.265e+09,0.035,0.1396,0.251,-16340290,1269572600,-1285912890
"377",2018,"Employee Retirement System of Hawaii (ERS)*","Hawaii",0.0785,29917400000,16598407973,0.07,4383700000,0.03,0.139,0.2644,-20846500,1351033300,-1371879800
"378",2001,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",-0.0691,492127000,633713712,0.08,1291750000,0.04,0.01757,0.12,0,0,0
"379",2002,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",-0.0717,526205000,567934040,0.08,1298593000,0.04,0.01753,0.1,0,19892797,-19892797
"380",2003,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.092,597914000,594093643,0.08,1277894000,0.04,0.01607,0.054,0,23818598,-23818598
"381",2004,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.1169,621457000,633812393,0.08,1230581000,0.04,0.01621,0.047,0,25838119,-25838119
"382",2005,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.1271,677953000,682699641,0.08,1283815000,0.04,0.01628,0.016,0,28676246,-28676246
"383",2006,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.0883,708437000,709793858,0.08,1279463000,0.04,0.0155,0.015,0,29604309,-29604309
"384",2007,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.1388,762666000,762939673,0.08,1360819000,0.04,0.0155,0.016,0,31932873,-31932873
"385",2008,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",-0.0458,842135000,704939976,0.08,1242122000,0.035,0.0218,0.0251,0,35177113,-35177113
"386",2009,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",-0.066,870179000,634778749,0.08,1464483000,0.035,0.0207,0.0258,0,37814734,-37814734
"387",2010,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.0665,930747000,668352943,0.08,1507950000,0.035,0.0207,0.0272,-161740,40135309,-40297049
"388",2011,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.1258,960953000,737416639,0.08,1475432000,0.035,0.0207,0.0272,-694556,42536242,-43230798
"389",2012,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.0822,1015668000,747673100,0.08,1498979000,0.035,0.0202,0.0286,-1219481,49034902,-50254383
"390",2013,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.1007,1149712000,780669686,0.08,1627699000,0.035,0.018,0.0309,-1530641,49034902,-50565543
"391",2014,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.147,1206769921,869877651,0.08,1609490560,0.035,0.0177,0.0296,-1919350,53398367,-55317717
"392",2015,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.0049,1262311389,844145332,0.08,1750709090,0.035,0.0177,0.0301,-2128060,57383914,-59511974
"393",2016,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.0532,1312392501,860049223,0.08,1743679004,0.035,0.0181,0.031,-1825600,61080863,-62906463
"394",2017,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.1215,1399877000,923989580,0.075,1720362464,0.035,0.0211,0.0367,-2938337,65417746,-68356083
"395",2018,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.0958,1452658000,966827735,0.075,1684458000,0.03,0.0209,0.0376,-3392274,70762563,-74154837
"396",2019,"Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",0.0304,1482635202,943622645,0.075,1644391700,NA,0.0208,0.0391,-3768394,76786461,-80554855
"397",2001,"Florida Retirement System (FRS)*","Florida",-0.076,80993718000,97279091782,0.08,21360862000,0.05,0.1156,0.107,-2502025,0,-2502025
"398",2002,"Florida Retirement System (FRS)*","Florida",-0.0807,86469774000,88141992859,0.08,22195184000,0.05,0.1162,0.1075,-3890449,0,-3890449
"399",2003,"Florida Retirement System (FRS)*","Florida",0.0285,89251331000,88348993081,0.08,22270807000,0.05,0.1171,0.1081,-3455273,0,-3455273
"400",2004,"Florida Retirement System (FRS)*","Florida",0.1665,95185433000,1.00934e+11,0.0775,23115581000,0.04,0.1137,0.1085,-4440492,0,-4440492
"401",2005,"Florida Retirement System (FRS)*","Florida",0.1018,1.03926e+11,1.08206e+11,0.0775,24185938000,0.04,0.1143,0.1152,0,0,0
"402",2006,"Florida Retirement System (FRS)*","Florida",0.1056,1.10978e+11,1.1634e+11,0.0775,25327922000,0.04,0.1152,0.1072,-3385597,0,-3385597
"403",2007,"Florida Retirement System (FRS)*","Florida",0.1807,1.18871e+11,1.34318e+11,0.0775,26385768000,0.04,0.1152,0.1072,-1710407,0,-1710407
"404",2008,"Florida Retirement System (FRS)*","Florida",-0.0442,1.24087e+11,1.24467e+11,0.0775,26891340000,0.04,0.1154,0.1073,-2642967,0,-2642967
"405",2009,"Florida Retirement System (FRS)*","Florida",-0.1903,1.36376e+11,96503161626,0.0775,26573196000,0.04,0.1195,0.1497,-4012351,0,-4012351
"406",2010,"Florida Retirement System (FRS)*","Florida",0.1403,1.39652e+11,1.0718e+11,0.0775,25765362000,0.04,0.1181,0.1497,-2821688,0,-2821688
"407",2011,"Florida Retirement System (FRS)*","Florida",0.2209,1.45034e+11,1.2658e+11,0.0775,25686138000,0.04,0.0768,0.1124,-2210500,0,-2210500
"408",2012,"Florida Retirement System (FRS)*","Florida",0.0029,1.4805e+11,1.19981e+11,0.0775,24491371000,0.04,0.072,0.1089,-1672624,0,-1672624
"409",2013,"Florida Retirement System (FRS)*","Florida",0.1312,1.54126e+11,1.29672e+11,0.0775,24568642000,0.04,0.0765,0.1197,-5033571,0,-5033571
"410",2014,"Florida Retirement System (FRS)*","Florida",0.174,1.60131e+11,1.50014e+11,0.0765,24723565000,0.0325,0.0706,0.1174,-6993783,0,-6993783
"411",2015,"Florida Retirement System (FRS)*","Florida",0.0367,1.65549e+11,1.48454e+11,0.0765,32726034000,0.0325,0.0712,0.1199,-9425580,0,-9425580
"412",2016,"Florida Retirement System (FRS)*","Florida",0.0054,1.70375e+11,1.41781e+11,0.076,33214217000,0.0325,0.0717,0.1267,-10644011,0,-10644011
"413",2017,"Florida Retirement System (FRS)*","Florida",0.1377,1.78579e+11,1.54053e+11,0.075,33775800000,0.0325,0.0741,0.1335,-13481914,0,-13481914
"414",2018,"Florida Retirement System (FRS)*","Florida",0.0898,1.8595e+11,1.61197e+11,0.074,3.4675e+10,0.0325,0.0768,0.1389,-19324969,NA,NA
"415",2019,"Florida Retirement System (FRS)*","Florida",0.0626,1.91331e+11,1.63574e+11,0.072,26663415000,NA,0.1003,0.1562,-18326135,NA,NA
"416",2001,"Georgia Employees’ Retirement System (GAERS)*","Georgia",-0.06019,11557255000,12343625000,0.07,2397169000,0.035,0.1224,0.1166,-7563000,538890000,-546453000
"417",2002,"Georgia Employees’ Retirement System (GAERS)*","Georgia",-0.04,11994850000,11558373000,0.07,2408306000,0.035,0.1221,0.1166,-5430000,598493000,-603923000
"418",2003,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.045,12370563000,11697607000,0.0725,2489490000,0.0375,0.1194,0.1166,-5253000,655872000,-661125000
"419",2004,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.098,13106648000,12396352000,0.075,2445619000,0.0375,0.1033,0.1166,-5819000,718478000,-724297000
"420",2005,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.078,13512773000,12825126000,0.075,2514430000,0.0375,0.0841,0.1166,-6510000,773445000,-779955000
"421",2006,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.062,14242845000,13033861000,0.075,2630167000,0.0375,0.0802,0.1166,-6978000,842157000,-849135000
"422",2007,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.147,14885179000,14362447000,0.075,2680972000,0.0375,0.0808,0.1166,-6696000,936278000,-942974000
"423",2008,"Georgia Employees’ Retirement System (GAERS)*","Georgia",-0.035,15680857000,13167778000,0.075,2809199000,0.0375,0.0805,0.1166,-7815000,997623000,-1005438000
"424",2009,"Georgia Employees’ Retirement System (GAERS)*","Georgia",-0.13,15878022000,10626096000,0.075,2674155000,0.0375,0.0811,0.12453,-6597000,1062758000,-1069355000
"425",2010,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.1099,16295352000,10956296000,0.075,2571042000,0.02,0.07293,0.15615,-6483000,1110728000,-1117211000
"426",2011,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.2129,16656905000,12335410000,0.075,2486780000,0.03,0.07032,0.19047,-7515000,1154412000,-1161927000
"427",2012,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.0219,16777922000,11628507000,0.075,2414884000,0,0.06756,0.22447,-7767000,1198180000,-1205947000
"428",2013,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.1333,16982449000,12227814000,0.075,2335773000,0,0.06558,0.25106,-7390000,1260701000,-1268091000
"429",2014,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.1729,16991963000,13291531000,0.075,2315625000,0,0.06487,0.24957,-8757000,1288882000,-1297639000
"430",2015,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.0374,17099527000,12967964000,0.075,2352920000,0.0375,0.0611,0.24802,-7450000,1311958000,-1319408000
"431",2016,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.014,17199688000,12373567000,0.075,2384358000,0,0.05979,0.24644,-7087000,1332265000,-1339352000
"432",2017,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.124,17514898000,13098299000,0.074,2546492000,0,0.05963,0.24554,-9033000,1345726000,-1354759000
"433",2018,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.092,17812441000,13517186000,0.073,2634129000,0.03,0.06075,0.24528,-7585000,1362201000,-1369786000
"434",2019,"Georgia Employees’ Retirement System (GAERS)*","Georgia",0.069,17812441000,13617472000,0.073,2615491000,NA,0.06075,0.24528,-7691000,1362201000,-1369892000
"435",2001,"Georgia Teachers Retirement System (GATRS)*","Georgia",-0.0508,37153421000,39662623000,0.0725,7306855000,0,0.1517,0.1424,-58831000,1178295000,-1237126000
"436",2002,"Georgia Teachers Retirement System (GATRS)*","Georgia",-0.04,39706523000,37831428000,0.0725,7617869000,0,0.1518,0.1424,-41250000,1321842000,-1363092000
"437",2003,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.046,41905676000,39218540000,0.075,8261961000,0,0.148,0.1424,-40883000,1479719000,-1520602000
"438",2004,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.099,44230031000,42588078000,0.075,8038118000,0,0.1481,0.1424,-42580000,1656445000,-1699025000
"439",2005,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.079,47811214000,45278680000,0.075,8252598000,0,0.1313,0.1424,-50491000,1854279000,-1904770000
"440",2006,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.06,51059681000,47246347000,0.075,8785985000,0,0.1315,0.1428,-53138000,2040471000,-2093609000
"441",2007,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.146,54996570000,53229360000,0.075,9482003000,0,0.1321,0.1499,-52875000,2232102000,-2284977000
"442",2008,"Georgia Teachers Retirement System (GATRS)*","Georgia",-0.034,59133777000,50440873000,0.075,10197584000,0,0.1323,0.1581,-54482000,2430431000,-2484913000
"443",2009,"Georgia Teachers Retirement System (GATRS)*","Georgia",-0.1306,62870138000,42750883000,0.075,10641543000,0,0.1083,0.1581,-49414000,2630321000,-2679735000
"444",2010,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.1109,63592037000,45925549000,0.075,10437703000,0.0375,0.1236,0.1741,-53638000,2862477000,-2916115000
"445",2011,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.2127,65978640000,54084176000,0.075,10099278000,0.0375,0.1224,0.1828,-67916000,3102607000,-3170523000
"446",2012,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.0216,68348678000,53487149000,0.075,10036023000,0.0375,0.1214,0.1915,-72157000,3345513000,-3417670000
"447",2013,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.1328,72220865000,58594837000,0.075,9924682000,0.0375,0.1238,0.2027,-81142000,3608913000,-3690055000
"448",2014,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.1717,75772117000,66466091000,0.075,9993686000,0.0375,0.1256,0.2027,-87095000,3831655000,-3918750000
"449",2015,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.037,82791010000,66799111000,0.075,10347332000,0.0325,0.1284,0.2281,-80085000,4065588000,-4145673000
"450",2016,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.014,91721775000,65552411000,0.075,10783277000,0.0325,0.1377,0.269,-79334000,4297292000,-4376626000
"451",2017,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.125,95981031000,71340972000,0.075,11333997000,0.0325,0.1377,0.2714,-76296000,4531290000,-4607586000
"452",2018,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.089,96905253000,75532925000,0.0725,11704334000,0.03,0.1325,0.2506,-76061000,4773703000,-4849764000
"453",2019,"Georgia Teachers Retirement System (GATRS)*","Georgia",0.068,96905253000,78788937000,0.0725,12279440000,NA,0.1325,0.2506,-76543000,4773703000,-4850246000
"454",2001,"Idaho Public Employee Retirement System (PERS)*","Idaho",-0.061,6679100000,6514892031,0.08,1975300000,0.0525,0.1474,0.1582,0,235269000,-235269000
"455",2002,"Idaho Public Employee Retirement System (PERS)*","Idaho",-0.071,7137800000,6081348767,0.08,2047100000,0.0475,0.1365,0.1582,0,255374000,-255374000
"456",2003,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.037,7512400000,6315993352,0.08,2057700000,0.0475,0.1378,0.1782,0,279219000,-279219000
"457",2004,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.181,8091300000,7438081660,0.0775,2115400000,0.045,0.1403,0.1882,0,307410000,-307410000
"458",2005,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.108,8717400000,8226576300,0.0775,2208700000,0.045,0.1403,0.1882,0,343077000,-343077000
"459",2006,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.122,9638800000,9195451608,0.0775,2343500000,0.045,0.1456,0.1685,0,381677000,-381677000
"460",2007,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.2,10372400000,10966418174,0.0775,2.421e+09,0.045,0.1456,0.1686,0,422196000,-422196000
"461",2008,"Idaho Public Employee Retirement System (PERS)*","Idaho",-0.042,11150900000,10421334914,0.0775,2578900000,0.045,0.1459,0.1688,0,459077000,-459077000
"462",2009,"Idaho Public Employee Retirement System (PERS)*","Idaho",-0.16,11672600000,8663012000,0.0775,2683500000,0.045,0.1462,0.1689,0,491946000,-491946000
"463",2010,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.124,12135600000,9599892235,0.0775,2684400000,0.04,0.139,0.1689,0,526020000,-526020000
"464",2011,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.207,12592700000,11383014150,0.0775,2627900000,0.04,0.1393,0.1689,0,567933000,-567933000
"465",2012,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.016,13349700000,11329656746,0.075,2619600000,0.0375,0.143,0.1689,0,611045000,-611045000
"466",2013,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.091,14127600000,12079892855,0.075,2697600000,0.0375,0.1419,0.1839,0,651466000,-651466000
"467",2014,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.172,14736500000,13864941482,0.075,2702900000,0.0375,0.1434,0.1839,0,694946000,-694946000
"468",2015,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.03,15446900000,13991245572,0.075,2791100000,0.0375,0.1438,0.1839,0,754201000,-754201000
"469",2016,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.018,16090300000,13920706541,0.075,2909300000,0.0375,0.1487,0.1839,0,793277000,-793277000
"470",2017,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.127,17063300000,15335945863,0.075,3089600000,0.0375,0.1483,0.1842,0,836201000,-836201000
"471",2018,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.087,17991200000,16315900466,0.0705,3200400000,0.03,0.1494,0.1842,NA,884827000,NA
"472",2019,"Idaho Public Employee Retirement System (PERS)*","Idaho",0.084,18672900000,17281432999,0.07,3382051785,NA,0.1491,0.1942,NA,922112000,NA
"473",2001,"Illinois Municipal Employees Retirement System*","Illinois",-0.0608,15318517575,14966189931,0.075,4503092615,0.04,0.1216,0.1072,-27507628,529795060,-557302688
"474",2002,"Illinois Municipal Employees Retirement System*","Illinois",-0.0872,16559907302,13500715220,0.075,4755103888,0.04,0.121,0.1232,-36641773,575007000,-611648773
"475",2003,"Illinois Municipal Employees Retirement System*","Illinois",0.2256,17966103451,16356828291,0.075,4944767495,0.04,0.1211,0.1375,-29186749,632169630,-661356379
"476",2004,"Illinois Municipal Employees Retirement System*","Illinois",0.1238,19424667016,18299303729,0.075,5161127432,0,0.1214,0.1375,-31156292,691694130,-722850422
"477",2005,"Illinois Municipal Employees Retirement System*","Illinois",0.0849,20815060842,19872769402,0.075,5374585943,0,0.1193,0.1422,-32120791,749427310,-781548101
"478",2006,"Illinois Municipal Employees Retirement System*","Illinois",0.136,22488185031,22507609438,0.075,5630683054,0,0.1192,0.1397,-40095036,814682380,-854777416
"479",2007,"Illinois Municipal Employees Retirement System*","Illinois",0.0828,24221543716,24223494916,0.075,5931443117,0,0.1192,0.1377,-36206951,885794000,-922000951
"480",2008,"Illinois Municipal Employees Retirement System*","Illinois",-0.2497,25611199349,18022054523,0.075,6259283197,0,0.1208,0.1639,-31926120,956681810,-988607930
"481",2009,"Illinois Municipal Employees Retirement System*","Illinois",0.2428,27345113216,22302838775,0.075,6461696602,0,0.1208,0.1664,-27426079,1038448800,-1065874879
"482",2010,"Illinois Municipal Employees Retirement System*","Illinois",0.1336,29129228239,25141888783,0.075,6391164701,0,0.1208,0.1692,-32201577,1144162300,-1176363877
"483",2011,"Illinois Municipal Employees Retirement System*","Illinois",-0.005,30962815428,24837061047,0.075,6431296235,0,0.1227,0.1735,-32900105,1250503500,-1283403605
"484",2012,"Illinois Municipal Employees Retirement System*","Illinois",0.1351,32603244099,27996327263,0.075,6496076569,0,0.1214,0.1708,-34142193,1354404000,-1388546193
"485",2013,"Illinois Municipal Employees Retirement System*","Illinois",0.1999,34356575473,33283577539,0.075,6602479436,0,0.1201,0.1619,-36944214,1472091600,-1509035814
"486",2014,"Illinois Municipal Employees Retirement System*","Illinois",0.0576,37465147612,34867045845,0.075,6732500876,0,0.1134,0.1623,-39191090,1602356400,-1641547490
"487",2015,"Illinois Municipal Employees Retirement System*","Illinois",0.002,39486573890,34513078411,0.075,6919337807,0,0.1121,0.1584,-36748509,1740986300,-1777734809
